"","hscore","VocabularyLength","Organization","VocabularyFrequency","Interactivity","SentenceLength","SentenceStructure","SentenceComplexity","GrammarUsage","Narrativity","Contextualization","Conventionality","Mechanics","Dialogue","Cohesion","Concreteness","StanceTaking"
"28",-1.5462105274724e-15,3.83628004564948e-05,3.6594986899899e-06,-4.10154056145106e-05,1.63421718357442e-05,1.98910778869411e-07,-6.94831873675414e-16,1.52702310294875e-16,-3.64999783836529e-15,-0.000836023845729529,0.000283167485801076,1.44317873120363e-09,-3.90067828722168e-15,-1.14366476632596e-15,-3.92212674976534e-16,-2.15799402877292e-17,-1.40320597006165e-08
"29",0.444612224682483,0.105695720677751,0.237456615644984,-0.0834672569716176,-0.077939204623683,-0.0254107713147041,0.0743615578839248,0.095295009014821,0.127459255953163,-0.00937079128385325,0.0455432064928894,0.142126536460126,0.131241925334814,-0.0866010713502107,0.00576226924438958,0.242535494205616,-0.0996079584951352
"30",3.41549753200229e-15,-1.50785358232434e-08,-1.43836736690302e-09,1.61211460469848e-08,-6.42331018655058e-09,-7.81822538851295e-11,7.57231344970992e-16,7.70602119110949e-16,1.29302799947904e-15,3.28600036985361e-07,-1.11299274033304e-07,-5.67103072230579e-13,2.96527385605552e-17,-6.21416215831879e-16,-5.9526664897402e-16,-1.30156825055122e-15,5.51401775844848e-12
"31",-7.34802505734844e-17,2.12310958707924e-05,2.02527361678874e-06,-2.26991251580262e-05,9.0442358950096e-06,1.10083044145709e-07,1.3408896299365e-15,2.5220782786955e-15,9.71931302330246e-16,-0.000462680049607269,0.000156713169185318,7.98699067796697e-10,-2.62424808338875e-16,-8.02360710251638e-16,-1.71679176409728e-15,-1.19454762826294e-15,-7.76575263065515e-09
"32",-6.6135500132084e-16,8.30474263425023e-06,7.92204803954478e-07,-8.87897608237982e-06,3.53773785050624e-06,4.3060017259272e-08,1.03132791142704e-15,3.96982630046918e-16,2.13450635565985e-15,-0.000180981648705755,6.12998285920465e-05,3.12417850323404e-10,5.26196415509932e-16,5.2716819447239e-18,8.16228775717164e-16,-3.62544600176617e-16,-3.03764618504598e-09
"33",-8.59238067929887e-16,-6.62032423400498e-05,-6.3152500785576e-06,7.07808816127228e-05,-2.82019234660783e-05,-3.43263226011558e-07,-2.15255636778804e-15,2.44565633323419e-15,4.41891333831412e-17,0.00144273850199253,-0.000488666246025163,-2.49051787889274e-09,4.97344542002707e-16,-2.93844315419523e-16,-2.31367532133461e-16,1.22823629428207e-16,2.42153289312276e-08
"34",-6.94065625777083e-16,-1.49332365936366e-05,-1.42450913734343e-06,1.59657988638336e-05,-6.36141041622147e-06,-7.74286998271873e-08,-1.13405331165272e-17,9.65912957082395e-16,1.08009162078215e-15,0.000325433538152295,-0.00011022675640922,-5.61778992550135e-10,-1.39440222767586e-16,-2.0518046610762e-16,-7.2437938571218e-16,-2.36573567996536e-16,5.46216948877017e-09
"35",-1.40445082925579e-15,5.03440070535998e-05,4.80240821102417e-06,-5.38250556506208e-05,2.14460468008322e-05,2.61033230833963e-07,-1.68087688007372e-15,-8.40335812266627e-16,-8.81880046491023e-16,-0.00109712507644991,0.000371604411878392,1.89390313310346e-09,-4.72198904567051e-17,3.1106650804702e-16,3.34981090659355e-16,3.14241562881067e-16,-1.8414456463419e-08
"36",1.99940510138625e-15,-1.86911249238618e-05,-1.78298107485642e-06,1.99835272970845e-05,-7.96223350721544e-06,-9.69133171221768e-08,1.89351779945788e-17,-1.76118283513543e-16,-2.04716927043659e-15,0.000407327566066298,-0.00013796487189948,-7.03144957699786e-10,-1.51338875382859e-15,5.23206116678239e-16,-8.9563145977043e-16,1.04543411219277e-15,6.83670112636334e-09
"37",-7.00764857972143e-16,1.60471566643756e-05,1.53076803866159e-06,-1.71567412106988e-05,6.83592929945167e-06,8.32043667037044e-08,5.24620241834318e-16,7.42179065520888e-16,5.73408288027393e-16,-0.000349708714398053,0.000118448938895819,6.03682192795642e-10,5.73235535118788e-16,-1.31155451030138e-16,-3.28443062147088e-16,-2.1861939912988e-16,-5.86960914979764e-09
"38",-2.31200433016036e-15,-1.47418663131949e-05,-1.40625397158849e-06,1.57611962404586e-05,-6.27988857909947e-06,-7.64364464218714e-08,1.10932332156195e-16,1.22370928999749e-15,3.53824316126181e-16,0.000321263088749761,-0.000108814194221228,-5.54581574007627e-10,-5.05129484607556e-16,9.43697406125646e-16,-1.24294531506235e-16,1.04533128599227e-15,5.39217019404136e-09
"39",1.68470194984445e-15,-2.31144550100857e-05,-2.20493073598402e-06,2.4712709616739e-05,-9.84652817652645e-06,-1.19848244972902e-07,5.09664232639227e-16,-1.14095275483977e-15,4.09065672911961e-16,0.000503723277224321,-0.000170614815211669,-8.69548103802908e-10,5.12486309399001e-17,-2.43128536723561e-16,-2.63720496879226e-16,2.96881304361846e-16,8.45463265174534e-09
"40",-9.80542941632879e-16,2.50844714229413e-05,2.39285425475736e-06,-2.68189432877099e-05,1.06857355980143e-05,1.3006276202377e-07,-1.33032129775623e-15,3.48185754456441e-16,-7.02331047757433e-16,-0.000546654989097336,0.000185156104883063,9.43657908681915e-10,8.58464469588111e-16,-1.23675664286911e-15,-1.10157184108303e-15,-5.57034249066656e-16,-9.17521101012437e-09
"41",-4.74315433772587e-16,-7.97073276035126e-06,-7.6034298391105e-07,8.52187101185458e-06,-3.39545296041818e-06,-4.1328178901754e-08,-2.85585437086199e-16,1.42219820188934e-15,2.50095727008068e-16,0.000173702716572782,-5.88344002167203e-05,-2.99852823949039e-10,1.58963517471256e-15,-9.15329490654275e-16,-1.29525516271491e-15,-6.3420343816841e-16,2.91547526120426e-09
"42",1.89390542739106e-15,-6.64261546148375e-06,-6.33651409868866e-07,7.10192072174587e-06,-2.8296881862646e-06,-3.44419033669172e-08,6.0722539681056e-16,1.15645127179799e-15,-7.51744917476507e-16,0.000144759633153579,-4.90311628967275e-05,-2.49890688303779e-10,-1.44534713996532e-15,2.78548797023907e-16,6.58600576477936e-16,-2.60839293360344e-16,2.42968493963094e-09
"43",-1.63523747960129e-15,-1.13389183076489e-05,-1.08164045088104e-06,1.21229505635513e-05,-4.8302665369136e-06,-5.8792191631442e-08,2.13063271227759e-15,-7.57028197660763e-17,-3.45508839138975e-16,0.000247104121058798,-8.36960010746123e-05,-4.26561945253816e-10,-1.10283062120837e-15,-5.17791101359504e-16,8.70963613805471e-16,7.41020650607151e-16,4.14746508983583e-09
"44",-6.15386404953799e-16,7.25467398587789e-06,6.92036806739768e-07,-7.75630018194329e-06,3.09041903748316e-06,3.76154206400056e-08,-1.14941737406804e-16,-3.17164679522985e-16,1.75426254344513e-15,-0.000158097958787347,5.35489528551269e-05,2.72915495385203e-10,1.61068939177307e-15,1.62744844663923e-16,4.34318572182619e-16,-3.95345035032338e-16,-2.65356030144608e-09
"45",-6.36421119269334e-16,6.42535586156997e-06,6.12926611312269e-07,-6.8696386525444e-06,2.73713775864974e-06,3.33154122685454e-08,-4.68931182089115e-16,2.30086615841483e-17,-8.5593971924293e-16,-0.000140024989147815,4.7427503809753e-05,2.41717369802743e-10,-5.50893504191917e-16,-2.99434866384932e-16,-6.10664901893534e-17,3.00336793857884e-16,-2.3502184798294e-09
"46",-1.7064190810698e-15,-4.51302993468525e-06,-4.30506296368269e-07,4.82508448718986e-06,-1.92250591338273e-06,-2.34000208414271e-08,-8.21324017841701e-16,3.10807032816583e-16,1.57891128602669e-16,9.83505009808577e-05,-3.33120451430354e-05,-1.6977612099784e-10,2.39027777393627e-15,5.46971819044409e-16,-5.45017306349906e-16,-7.49837180789307e-16,1.65074224842873e-09
"47",1.73176950883779e-15,2.04252754693469e-05,1.94840491104762e-06,-2.18375860976763e-05,8.70096440597884e-06,1.05904873264672e-07,1.14535072723608e-15,1.23735387842356e-16,7.90884852318764e-16,-0.000445119155570647,0.00015076516394551,7.68384427576898e-10,1.97973819647744e-15,-2.99183567621963e-16,3.04366817920147e-16,9.00308100871109e-16,-7.4710055434796e-09
"48",2.19871584130325e-15,-1.35191721752547e-05,-1.28961890992675e-06,1.4453958618005e-05,-5.75903302603969e-06,-7.00967881208853e-08,1.78407856577167e-15,3.09003846046677e-16,-6.78227843286096e-16,0.000294617446517458,-9.97891172956947e-05,-5.08578584972743e-10,-1.07466529694839e-16,7.89012836331667e-16,-4.83543543926313e-16,-1.44901029746137e-15,4.9449422945888e-09
"49",-5.54392415669661e-16,2.46716093295527e-05,2.35347057704064e-06,-2.63775337459845e-05,1.05098604458343e-05,1.27922076283374e-07,-1.79368274249685e-15,7.62999989404446e-16,2.41980314412945e-16,-0.000537657664823006,0.000182108644326329,9.28127753392097e-10,2.28882644342304e-16,1.14391313624615e-16,5.44761543669626e-16,-5.17586761983234e-16,-9.02419801628232e-09
"50",-6.51438056218517e-16,-2.07507671549189e-05,-1.97945417001808e-06,2.21855839889129e-05,-8.83962063551549e-06,-1.07592544884623e-07,-6.94137349000911e-16,1.93063545355149e-15,3.19822754160336e-16,0.000452212454563363,-0.000153167717001088,-7.80629797057905e-10,-2.53397912784827e-16,6.35231704285762e-16,-4.88137250741566e-16,2.10902624764705e-15,7.59006164536114e-09
"51",1.42089994049817e-16,1.58988357510673e-06,1.51661944181149e-07,-1.69981646046806e-06,6.77274605220527e-07,8.24353269620552e-09,2.19127910410912e-16,2.44997466363937e-18,-6.61527409078549e-16,-3.464764206542e-05,1.17354137007233e-05,5.98110461172034e-11,-1.83661149367312e-16,-1.00893412282483e-16,5.03781363185466e-16,-4.92364036625611e-16,-5.81536536677244e-10
"52",5.20497950865777e-16,1.26466802862501e-05,1.20639028913092e-06,-1.35211380683471e-05,5.38736014906355e-06,6.55729260366518e-08,-1.46819654316252e-15,-7.56470145713906e-16,3.65770842107248e-17,-0.000275603609807709,9.33489895856e-05,4.75755357301864e-10,-1.43022646319231e-15,1.1981439268329e-15,3.23286088533721e-16,2.6497379781393e-16,-4.62580919391713e-09
"53",-2.4046902623786e-16,9.24282510223718e-06,8.81690228567619e-07,-9.88192249073495e-06,3.93735166010042e-06,4.79239663285602e-08,-5.41538299429165e-16,2.96976406713627e-16,-8.6677237821844e-16,-0.000201424872481771,6.82241003165193e-05,3.47710055750318e-10,-1.12697123117594e-15,2.60088064939128e-16,5.68331709502969e-16,4.612712486425e-16,-3.38077227733451e-09
"54",-1.37105919764203e-16,-2.70061389462602e-05,-2.57616568488826e-06,2.88734849804506e-05,-1.15043468639038e-05,-1.40026592773513e-07,-1.3865936011595e-15,1.21091775121202e-15,-9.53097782284776e-16,0.000588533054656829,-0.00019934051672186,-1.01595205255439e-09,-2.45222578269667e-16,-6.56699827471253e-16,-4.19019076062937e-16,-1.57273089062915e-16,9.87810484990015e-09
"55",1.82176637355827e-15,-6.36699886199737e-06,-6.07359831273798e-07,6.80724654880161e-06,-2.71227825658252e-06,-3.30128339769154e-08,1.23199674603529e-15,-1.59682828871481e-15,1.40067308004278e-16,0.000138753240451653,-4.69967530816848e-05,-2.39519721761868e-10,1.9199166086668e-16,-1.1689597388599e-16,-8.86173619374055e-16,-1.20961145780622e-15,2.32887179753361e-09
"56",-4.98471645866657e-16,-1.15489394897095e-05,-1.10167475711166e-06,1.23474937180941e-05,-4.91973347567778e-06,-5.98811490863914e-08,-7.6257483523964e-16,2.09611306605329e-15,-6.36263741103614e-16,0.000251681021501241,-8.52462312484458e-05,-4.3446314330636e-10,1.07074462892651e-16,5.2788397360109e-16,-2.25934909661202e-16,-3.55424169866846e-17,4.22428412745749e-09
"57",-1.63996688899952e-15,2.243433768189e-05,2.14005308125427e-06,-2.39855654072282e-05,9.55680495179903e-06,1.16321842682e-07,-4.83925470580162e-18,-9.92434358644709e-16,-5.48521029806983e-16,-0.000488901775686974,0.000165594662561726,8.43965449032547e-10,-1.58458184969423e-15,6.19841525837519e-16,3.30564301592139e-16,6.7227023316805e-16,-8.20586427751604e-09
"58",1.72262736532394e-15,7.41827964486609e-06,7.07643456694957e-07,-7.93121839327039e-06,3.1601134229727e-06,3.84637138114451e-08,4.22832348210198e-16,-2.22474125686128e-17,-1.18650143979312e-15,-0.000161663345873619,5.47565759426029e-05,2.79071517078957e-10,-2.17335944854411e-15,1.28671034058328e-15,4.45016117992537e-16,-8.22652926361859e-16,-2.71340348547072e-09
"59",1.26994670207005e-15,-4.69246832933977e-05,-4.4762325741553e-06,5.01693019156982e-05,-1.99894488515383e-05,-2.43304068058222e-07,4.97021804075807e-16,-2.24050473702322e-15,4.14096092198257e-18,0.00102260923908588,-0.000346365344325571,-1.76527389236294e-09,8.32929018455892e-16,-5.96194229311776e-16,5.14172005231823e-16,1.62685364010916e-15,1.71637613826129e-08
"60",0.0409733984045515,0.205415011028061,0.0824723500806653,-0.643752799589621,-0.405185188238386,0.0207541339978098,0.10153764065394,0.166942642590343,0.0913834690342919,0.00656776279399098,0.00109174072302092,-0.179033294338177,-0.211565427225143,0.0361428600988426,-0.135901321718445,0.143600163558777,-0.23070518212017
"61",-9.23371695742096e-16,2.39141659528672e-05,2.28121664873326e-06,-2.55677167606259e-05,1.0187197090191e-05,1.23994738679909e-07,2.29403292926915e-15,-7.47686002004421e-16,4.84465565083288e-16,-0.000521151030331472,0.00017651772462731,8.99633621775337e-10,2.23934680042075e-15,-9.07094230817638e-16,-3.01737827746762e-18,-1.35995937280659e-15,-8.7471451766727e-09
"62",-5.70936752468631e-16,2.43368326753592e-05,2.32153560789677e-06,-2.60196088816344e-05,1.03672489168433e-05,1.26186261251349e-07,-4.41251669320532e-16,6.88871941648912e-16,7.52850098163925e-16,-0.000530362022674156,0.000179637556145673,9.15531472617552e-10,4.39527963966039e-17,-2.4325144981515e-16,-8.1299468187008e-16,1.12237709220991e-15,-8.90174532174582e-09
"63",-4.65955173223468e-16,1.0068920348024e-05,9.60492987914065e-07,-1.07651382888828e-05,4.28926002639413e-06,5.22072624877654e-08,7.78271467266716e-16,1.42105908851544e-16,-1.62412464863366e-15,-0.000219427607225503,7.43217602846274e-05,3.78785873571573e-10,4.8311764998327e-16,3.27878827441381e-17,1.53477210835221e-16,1.12455355038695e-15,-3.68293482250102e-09
"64",-1.47538680932366e-17,3.33810993857079e-05,3.18428498436966e-06,-3.56892436038299e-05,1.42200166743712e-05,1.73080703902084e-07,-5.53142120447817e-16,1.08529491842272e-15,-2.81135466838205e-16,-0.000727459798197877,0.000246396036585309,1.25577107257651e-09,-2.10539158136914e-15,2.54479780892612e-16,-1.16755959204996e-16,6.7090971057933e-17,-1.2209891059761e-08
"65",-3.88890360339034e-16,6.52008784209568e-06,6.21963271512685e-07,-6.97092090041637e-06,2.77749264235383e-06,3.3806597696579e-08,-9.75870206494472e-16,7.32040811345217e-16,-1.14109441939601e-15,-0.000142089442130364,4.81267493667999e-05,2.45281069614073e-10,-3.86014906634686e-16,-7.12114710411707e-16,-3.95063967844884e-16,1.02960764030341e-16,-2.38487022953222e-09
"66",7.67447470229751e-16,-1.77767545019875e-06,-1.69575759506615e-07,1.90059325294864e-06,-7.57272076790733e-07,-9.21723206912937e-09,-4.91916687464885e-16,-1.79333624495042e-15,-1.9459495911593e-16,3.87401088925745e-05,-1.31215626092164e-05,-6.68726218157593e-11,8.90521544950724e-16,-7.39470553546167e-16,5.21088382794944e-16,-8.64270160865517e-16,6.50223929603021e-10
"67",2.78455454992919e-16,3.37201440231552e-05,3.21662708333371e-06,-3.60517315697062e-05,1.43644463217895e-05,1.74838648880254e-07,6.13853309665059e-16,1.59656674936438e-15,-4.22637822461462e-16,-0.000734848450769973,0.000248898628089236,1.26852715192493e-09,1.2169073787626e-15,-3.05835563784264e-16,-2.40880324930289e-16,7.10703270121755e-17,-1.23339034996956e-08
"68",2.17546011119514e-15,-1.18040646258842e-05,-1.12601161728796e-06,1.26202595401043e-05,-5.02841424893539e-06,-6.12039709557687e-08,1.49226752506427e-15,-4.0036633742469e-16,1.86118474464443e-16,0.000257240852749162,-8.71293873879555e-05,-4.44060583951502e-10,1.28725037290232e-16,-8.3040836847277e-16,4.09818817925052e-17,-6.43743037871715e-16,4.31760177849719e-09
"69",2.22461280590521e-15,-1.24188708300019e-05,-1.1846591234531e-06,1.32775766695421e-05,-5.29031558002198e-06,-6.43917353897337e-08,-1.19803696616844e-16,-1.31080643277037e-15,-7.36203628626804e-16,0.000270639057307695,-9.16674587824897e-05,-4.6719099779716e-10,-2.93474080343603e-15,2.39256573241873e-16,-6.29755354821484e-17,-6.19703515001146e-16,4.54248020976791e-09
"70",9.8703369392107e-16,9.29265060372687e-06,8.86443176543604e-07,-9.93519318296714e-06,3.95857682793565e-06,4.81823105221833e-08,1.25035431656275e-15,-4.13160329863058e-16,2.60934906372898e-16,-0.000202510697902853,6.85918774529217e-05,3.49583853918497e-10,2.6253505352109e-16,1.06317108427805e-15,7.34006221458138e-17,4.87333815499311e-16,-3.39899478418147e-09
